name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
Code Red,http://www.ecnetwork.com/codered/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/ueVwskp.jpg","Emergency Communications Network has built an Emergency Telephone Network (ETN) database of citizen contact information for use in critical situations. By entering contact details, users will be added to a nationwide database accessed exclusively for critical community alerts and emergency situations.  Should your community license CodeRED, now or in the future, the information you enter will automatically be added to communications they create for any number of critical situations including evacuation warnings, bio-terrorism alerts, and boil water notices.",Relief,,,,,EmergCommNetwrk, ,http://www.ecnetwork.com/codered/images/codered_banner.jpg,pages/Emergency-Communications-Network/172699979514108,
Cohort Mobile Lite,http://www.partners-intl.net/cohort/overview,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/d9VPVYp.png,  ","The main problem is field staff unable to view and edit activity and indicator data when working in geographic areas with low or no internet connectivity. Without consistent data entry from field staff, reporting and project management loses its effectiveness. Cohort Mobile Lite provides field staff with a tool to manage workplan and results data to contribute to the collaboration on enterprise project portfolio management.","Governance, Activism",,English,,,, ,http://www.partners-intl.net/templates/pidefault/images/logo.gif,pages/The-Cohort/248084575242756,
Collaborize,http://www.wecollaborize.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/dkQtgY3.jpg,  ","The Collaborize platform is a unique way for your community’s members to connect and interact online so that they can identify, refine and react to important questions and ideas. It is an easy-to-use web-based solution designed to harness the creativity of group members with an engaging and rewarding user experience. Collaborize provides you with quick access to structured real-time ideas and feedback that you can use to make the best decisions for your group, organization or team.",Activism,,,http://www.wecollaborize.com/assets/logo.jpg,,, , , ,collaborize
Collaborize Classroom,http://collaborizeclassroom.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/eKIzSc3.jpg,  ",Collaborize Classroom is a free online collaborative education platform that allows students and teachers to transcend the boundaries of their physical classroom to engage in an online collaborative learning ,Education,,,,,Collaborize, ,http://simplek12.com/tlc/images/cc/Collaborize%20Classroom339x149.jpg,Collaborize,
CommCare,http://www.dimagi.com/content/commcare.html,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/K6PtK6A.jpg","Dimagi and D-Tree international are leading CommCare, a mobile-phone based application enables community health workers (CWHs) to provide better, more efficient care while also enabling better supervision and coordination of community health programs. Each CHW will have a phone running the CommCare software that will assist them in managing household visits and planning their day. CommCare will collect and report data that will help monitor and evaluate community health programs themselves.","Health, Governance",,,,,, ,http://www.commcarehq.org/images/commcarehq-logo-big.png,dimagi.inc?group_id=0,dimagi
Common Sights,http://www.commonsights.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/hiOXWOL.png,  ","CommonSights reinvents the traditional paper-based community map for the mobile age. Mobile-accessible, discoverable on-the-town, community-driven while curated by you, CommonSights provides ample opportunities to engage your community, generate revenue for local businesses and yourself and meet your organizational objectives.  CommonSights helps organizations interested in promoting communities, downtowns, or neighborhoods to build an engaging, interactive map of local sights and attractions. A community map that can be found and accessed anywhere: on smartphones while on-the-go, on unique signs around town, or online from far away.",Activism,,,http://www.commonsights.com/sites/default/files/theme510_logo.png,,CommonSights, , , ,
Community Information Toolkit,http://commons.codeforamerica.org/apps/community-information-toolkit,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/atK2Esq.png,  ","The Community Information Toolkit is a simple, easy-to-use set of tools to help community leaders take stock of their community’s news and information flow and take action to improve it. It provides a framework and a step-by-step guide to help you assess the strengths and weaknesses of local news and media environment, analyze the findings and incorporate them in a plan to strengthen your community by improving your local information ecology.",Governance,,,http://commons.codeforamerica.org/sites/default/files/styles/app_detail_logo/public/content/applications/logos/Community%20Info%20Toolkit%20Logo.png,,cfacommons,http://www.knightfoundation.org/, , ,
CommunityPlanit,http://communityplanit.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/8lLxPs5.png","Community PlanIt is an online engagement game for local planning efforts. Bringing together the interactivity of social networks and the incentives of online games, Community PlanIt transforms participatory planning into a fun, engaging activity for all ages. The goal is to get people sharing ideas and building foundations to solve issues directly facing their communities. Players participate online in a series of missions where they can earn points and badges. The goal of the game is to earn all the community planning flags and contribute to mapping the future!  Finally, the community is encouraged to join together at the end of the process to discuss the results and strategize about next steps.",Activism,,,,CommunityPlanIt,communityplanit, ,http://www.communityplanit.org/static/img/logo.png, ,
CommunityViz,http://www.communitycounts.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/VA89TsU.jpg","Fundamentally, communities need to decide how hundreds of economic, environmental and social considerations can be addressed and woven together to create vibrant places to live now and in the years to come.  While these decisions are important, they are also complex. Myriad factors are in play. Making wise, informed decisions requires combining science, data, and points of view from many fields at once – a task for which CommunityViz is designed.",Activism,,,,,, ,http://www.communitycounts.com/images/anaces_logo_icon.png,pages/CommunityViz,anacesinc
Congreso Visible,http://www.congresovisible.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/7nin4Le.jpg,  ",Congreso Visible is a platform for citizens to inform themselves and communicate with their representatives in Colombia's Congress.,Governance,,,,,CongresoVisible, ,,programa.visible,
Congress,https://play.google.com/store/apps/details?id=com.sunlightlabs.android.congress&hl=en,,Android,,," ,  ,  ,  ,  , https://lh5.ggpht.com/-y_80LZ2D6hbQrnhDyLjMYocM4ZDr0H06IFj5QPiof39wovHPASWp3oUnXMgZw0X5vo=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/sf1Jmc8bwG1K2TI0kbDYJVe89-g8laUvuZJ8LTYazfCPZ00pUR2-92OQSX961QUmibnq=h230,  https://lh5.ggpht.com/oj5jJcuSzNAVVLrDrUpCMjSAzqbEjNNTRTSWjksfX9SIJlSo4zUCLxssMA6I1XMGTHA=h230,  https://lh3.ggpht.com/BjdpUK_cVSaNXNBPskUV4xoD9MugUbDZSBJsm4UXWsyYCzRZfL7CR5mvzC7kvS8gBQ=h230,  https://lh5.ggpht.com/p_RoeXC686DGX7IOuwruGmv36sGRAy2JWzhx0T7dUgrhlAu-2T-pP-NbmMvZVdvwE6I=h230,  https://lh4.ggpht.com/UI0NgY0IC9tLAPlpy0VtIpQV5F3bxmSDgMzp1awfq8gadBK3N07QHWAWunThVZI3QtA=h230,  https://lh5.ggpht.com/DDIDmXvdNeSmPOpleOR7Mb6gkuOi8YM2ZNiIj6HuiKGLDQX3gzlfvTGWkvzf-Snz5w=h230,  ,  ,  ,  ","does an impressive job making Congressional information very easily accessible. In fact, recent bills and contact information is easier to find with this app than on a computer! ",Governance,0.0,English,,,SunFoundation,http://www.congress.org/news/,https://lh5.ggpht.com/-y_80LZ2D6hbQrnhDyLjMYocM4ZDr0H06IFj5QPiof39wovHPASWp3oUnXMgZw0X5vo=w124,congress,
CoolComply,http://d-lab.mit.edu/projects/150/coolcomply,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/IcrFK7c.jpg,  ",CoolComply is a cooling device that monitors the temperature of MDR-TB medication and wirelessly transmits data about the temperature of the medication and patient adherence levels to community health workers through SMS. The target audiences are community health workers in Ethiopia and patients with multiple drug resistant tuberculosis. ,Health,,,,,dlab_mit, ,http://d-lab.mit.edu/sites/all/themes/austin/logo.png,dlabmit,
CPIPR (Centro de Periodismo Investigativo de Puerto Rico),http://www.cpipr.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/WYihxtw.jpg",CPIPR promotes access to information through investigative reporting and judicial litigation.,Governance,,,,,cpipr, ,http://www.80grados.net/wp-content/uploads/2010/11/cpi.jpg, ,
Crabgrass,https://crabgrass.riseup.net/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/Lpwumwi.jpg,  ","This site is powered by Crabgrass, a software libre web application designed for group and network organizing, and tailored to the needs of the global justice movement. The long term goal is to provide the technical tools to facilitate active, confederal, and directly democratic social change networks.",Activism,,,https://crabgrass.riseup.net/plugin_assets/riseup/riseup-yellow.gif,,, , , ,
Creek Watch,https://itunes.apple.com/us/app/creek-watch/id398420434?mt=8,,iOS,,," ,  ,  ,  ,  ,  , http://a1952.phobos.apple.com/us/r1000/113/Purple/v4/85/49/46/854946bd-d54b-631d-5dc5-d251b75f32e1/mza_5167748219381607167.320x480-75.jpg, http://a671.phobos.apple.com/us/r1000/115/Purple/v4/bd/b8/e2/bdb8e269-249f-4bb0-3de0-723e690cc025/mza_8933595641041266330.320x480-75.jpg, http://a635.phobos.apple.com/us/r1000/064/Purple/v4/a2/02/98/a20298dd-7e12-2f9b-5a1e-6ea5063de750/mza_6710638887650394589.320x480-75.jpg, http://a1527.phobos.apple.com/us/r1000/064/Purple/v4/f7/bd/44/f7bd44e1-1d41-07ec-369a-ad551fc8ed80/mza_6264020789469590401.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Creek Watch enables you to help monitor your watershed. Creeks and streams are a vital part of watersheds; they provide water to drink and sustain plant and animal life. However, they can also be a pathway for pollution to spread, and they are often too numerous for water boards to monitor without help.",Environment,0.0,English,,,none,http://creekwatch.researchlabs.ibm.com/,http://www.research.ibm.com/social/images/creekwatch/creek-watch-small-green.jpg, ,
CrimeMapping,http://www.crimemapping.com/mobile/app.aspx,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/8maB4Ns.jpg",This portal is dedicated to helping law enforcement agencies provide the public with valuable information about crime activity by neighborhood. Our goal is to assist police departments in reducing crime through a better informed citizenry. We work directly with each agency and never scrape data from other sites!,Activism,,,,,Crime_Mapping, ,http://www.crimemapping.com/images/mobile/iphone-map-large.png,pages/CrimeMappingcom/129287684526,
CrimeReports,https://www.crimereports.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/JP2gJdL.jpg","CrimeReports works with thousands of law-enforcement agencies to help reduce, prevent and solve crime by enabling officials to easily open and manage a controlled dialog with citizens. We offer an online family of crime fighting tools including a public crime map, alert messaging, anonymous tipping and data analytics. ",Activism,,,,,crimereports, ,https://beta.crimereports.com/assets/crimereports_logo-4d72a8f9adff327fbc98a27b80177032.png,CrimeReports,
Crosscut USA,https://play.google.com/store/apps/details?id=org.crosscut&feature=search_result,,Android,https://play.google.com/store/apps/details?id=org.crosscut&feature=search_result,," ,  ,  ,  ,  , https://lh5.ggpht.com/xV4QcbcNk_FJ3TVr5uDiyKCx-bBWxng4UONza0tqCXgRIMrKYYlBH5w9U8CYvm4Hw10=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/Hvq9ZQJXCUnzxUqkq9hAKHR6h2AeNsrzS0DgjaIiqt9MXDBOuOxozvEjNKNNVWOBog=h230,  https://lh3.ggpht.com/IjX48oW7fwkN-PccCCYWatwHTZ7roGy_GO3qMzCsQhB1nuxXvysEH8gkzTo78OFqQtSE=h230,  https://lh4.ggpht.com/fZqxJzOiHben0EtEg1aMQ7gV6Jcrjo2cxEx0pce3k7A3czRh5yA1e3z3PKiK6mRbD6U=h230,  https://lh6.ggpht.com/1KUYafgPgE43ssZ5mJFEq_nVIBhWs9uzjB8C92Q2wdDvWR1gWiLMeueeHJOBOxJi2k-4=h230,  https://lh5.ggpht.com/CbAOyhcS9r_xP7hLIBTDIOfF9ERj8uK478UdopuJM2i51ouBSGcFg0WCkMHsFAlZ98U=h230,  https://lh3.ggpht.com/ALPw-la66lckwIn5A0S_jTBadXv5-Bbk7KEJkba1kDub_x934nH1RXigjmWdM1g1tTQ=h230,  ,  ,  ,  ","CrosscutUSA provides an innovative solution to serving the homeless with the goal of providing a path out of homelessness. •	CrosscutUSA connects users with job & volunteer opportunities, posted by individuals & organizations that want to help. Jobs can include gigs such as moving help, weekly lawn care, and so forth. Gigs are searchable in real time, by location, so users can find work within reach. Our rating system allows employers to rate job performance & employees to rate job providers, ensuring a mutually beneficial arrangement that helps users establish credibility & job history. Employers can feel secure in selecting applicants with a track-record of good work. Organizations can post volunteer opportunities, such as soup kitchens or beach clean-up, helping users establish a track record. Homeless service organizations will especially benefit from this by developing relationships with those most motivated & able to reintegrate, furthering their missions. When appropriate, they can develop a prioritization system for these candidates.",Activism,0.0,English,,,,http://crosscutusa.org/,https://lh5.ggpht.com/xV4QcbcNk_FJ3TVr5uDiyKCx-bBWxng4UONza0tqCXgRIMrKYYlBH5w9U8CYvm4Hw10=w124,Crosscutusa,CrosscutUSA
Crowdring,http://markbelinsky.com/crowdring/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/Ok72DeR.jpg",,Activism,,,,,Crowdring, ,https://si0.twimg.com/profile_images/2326476577/8dnrjh4l6h1dqtncmitp.png, ,
Crowdvoice,https://www.crowdvoice.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/2xBj7wN.png,  ","alternative media outlet which relies on activists to crowdsource links to information related to causes they care about, such as women’s rights in Iraq or Kurdish human rights.",Activism,,,,crowdvoice,CrowdVoice, , , ,
Cruelty-Free,http://www.google.com/url?q=http://symbioticsoftware.com&sa=D&usg=AFQjCNHFTnpkWkMCql-KBS6pwARTVNd71g,https://lh3.ggpht.com/UeKDj73661A1816TaIC1ExIDXCwIXpswX1Elpd3s3zykzJO3Zqtdk2U53A2C5j1uUlW2=w124,Android,https://play.google.com/store/apps/details?id=com.symbiotic.crueltyfree&referrer=utm_source%3Dappbrain%26utm_medium%3Dappbrain_web%26utm_campaign%3Dappbrain_web,,"https://lh4.ggpht.com/6441mNrXZf3MVfn018Z4RlqyKOGOsbso_vsYaF4AiuL-FEOHcFlPH1Spo8jeZhJyZUMr=h230, https://lh3.ggpht.com/rtLI114dJ9d02GkuHNyibR3SdgXfhV1xeBcnddVPd7CbalSJf6S7C0lJFVhQ8zpPBzQ=h230, https://lh5.ggpht.com/Hm73qZd-XZ2lxto4gcBEgoeQBrwdyFuDNeCdPhCEiN4gVw_JXF-DxghkZRXxCM5Mw4M=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Know which companies are cruelty-free!
Use this handy shopping guide for Android to look up cosmetic, personal care, and household product companies while you’re on the go.
Published by the Coalition for Consumer Information on Cosmetics’ (CCIC) Leaping Bunny Program, this shopping guide lists over 200 U.S. and Canadian companies that do not test ingredients, formulations, or finished products on animals. The Leaping Bunny Program certifies that no new animal testing is used, so you can be confident about your cruelty-free choices",Activism,0.0,English,,,symbioticsoftwr, , ,pages/Symbiotic-Software/198978290236978?ref=hl,
CycleTel,http://www.irh.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/UfAGz98.jpg","Because of the high use of traditional methods for family planning, and the ubiquity of mobile phones, IRH thought of developing an innovative mobile platform for reproductive health called CycleTel™. Currently in pilot phase, women can subscribe to the service via SMS on the first day of the menses, after which, a text message is sent to her mobile indicating her fertility status as per the 8-19 day fertile window.",Health,,,,,IRH_GU, , , ,
CycleTracks,http://www.sfcta.org/content/category/12/97/483/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/ctU7wHK.png,  ","CycleTracks uses smartphone GPS support to record users' bicycle trip routes and times, and display maps of their rides, in order to help transportation planners make informed decisions about bicycle use in the community. At the end of each trip, data representing the trip purpose, route, and the date and time are sent to the San Francisco County Transportation Authority (SFCTA) for analysis. All personally identifiable data are kept confidential.* The Authority—or another agency using CycleTracks-uses the data to create models that better predict where cyclists will ride and how land developments and transportation infrastructure will affect cycling in the community. The SFCTA developed CycleTracks to help understand the needs of cyclists, in order to more effectively prioritize cycling infrastructure investments.",Activism,,,,,CycleTracks, ,http://kalwnews.org/sites/default/files/imagecache/main-node-image/IMG_0132.jpg, ,
Datadyne,http://datadyne.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/sabTUbY.jpg,  ","mobile data collection tool used for conducting health and other surveys, with a specific focus on several pilot projects implementing the application in Kenya and Zambia.",Health,0.0,,http://www.datadyne.org/wp-content/uploads/2012/06/new_logo.png,datadyne.org,datadyne, , , ,
Deep Dish,http://deepdish.herokuapp.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/DSuZ5C7.jpg",This application shows all food inspections from Chicago's food inspection dataset that published on Socrata. The code powering it can be forked on github and used to visualize any similar dataset.,Health,,,,,, , , ,
Democrator.ru,http://democrator.ru,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/oc3NnN0.png,  ",Democrator.ru seeks to empower citizens by helping them collectively send petitions and inquiries to government bodies.,"Governance, Activism",,,http://static.democrator.ru/i/logo4.png,,democrator_ru, , , ,
Designing Chicago: New Tools for Public Transit,http://designingchicago.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","promises to be a more holistic approach to accessing the mass of information needed to make public transportation more user friendly. Gearing up for the research phase, they plan to cull the knowledge of Chicago’s transit system from the brains of those who know it best—daily passengers—through a series of workshops and activities in the field. The final product will be an app that’s not just crowdfunded but crowd-designed as well.  ","Activism, Environment",0.0,English,,,, ,http://designingchicago.com/item/50411b92c4aa99448131d310?format=original, ,
DEWN (Disaster Emergency Warning Network),http://www.dialog.lk/about/responsibility/outreach-cr/dewn/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","DEWN uses widely available mobile communication technologies such as short messages (SMS) and cell broadcast (CB) to create a cost-effective and reliable mass alert system. The network connects mobile subscribers, police stations, religious/social community centers and the general public to a national emergency alert center.",Relief,,,,,, , , ,
DigitalICS,http://digitalicslatino.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/OlkP8Tt.jpg,  ","DigitalICS is a Python s60 v3 data collection application that is used to fill out surveys, take pictures and record audio. Once the data is collected it gets uploaded to a web-application for reviewing and reporting. It is currently used by agricultural cooperatives in Mexico.",Environment,,,,,, ,http://digitalicslatino.org/img/logo.gif, ,
Dimagi,http://www.dimagi.com/ivr-mobile-education/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/jjGDLXy.png?1","Using incentives to improve health knowledge through IVR mobile phone quizzes. Dimagi is working with BRAC to develop systems to distribute life-improving information over mobile phones. The system is was tested on 20,000 phone calls in Bangladesh, and the study completed at the end of 2009.","Health, Education",,,http://www.dimagi.com/wp/wp-content/themes/dimagi-4/img/dimagi-logo.png,,, , ,dimagi.inc,dimagi
Disaster Alert,https://play.google.com/store/apps/details?id=com.loolaproductions.currentevents&feature=search_result,https://lh6.ggpht.com/6WXtnhnOYEjKLcGP5MgYD2CwaFaNuYyEBcMeVA9c7GWnWpF4yoiACUmgoq1TPLhL2HA=w124,Android,https://play.google.com/store/apps/details?id=com.loolaproductions.currentevents&feature=search_result,,"https://lh3.ggpht.com/fs5IE7_3dvyQNBAEUGx_5bEOVQvQ-HgdwV3x9n6jRVYMCp30jyC3iFECGCozoxCOqHg=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Get the latest updates on current events happening around the globe at the touch of a button. Includes Headline News, Earthquakes, Weather, Stocks, Air Quality, Tsunami Alerts, International Travel Alerts and Volcano activity.",Relief,0.0,English,,,,http://www.pdc.org/iweb/disasteralert.jsp, , ,DisasterAlerts
Disaster Events,https://play.google.com/store/apps/details?id=com.versaggi.android.disasteralerts&feature=search_result,https://lh6.ggpht.com/cGdtS_6uc00wr0mDLoPgm3ng_b14vBTv02IqR4kgFLdp2nkfxvNF1L7Rw9HkcIK-fO0=w124,Android,https://play.google.com/store/apps/details?id=com.versaggi.android.disasteralerts&feature=search_result,,"https://lh3.ggpht.com/lhRV3dgMzafVoCHyy5_zQGroNgOB2slKEoYgPHDdhCNSrKXYWM-xo3p6Mi1un-WOGxQ=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",Semi-Real Time XML/RSS data pulled from worldwide disaster incident providers for easy viewing. Incidents which never make the news. Download the source code.  Q: What does this App do and why should I try it? (1) Disaster Events pulls real time XML/RSS data from disaster incident data providers worldwide for easy perusal.,Relief,0.0,English,,,DisasterEvents,http://www.versaggi.biz/, ,disasterevents,
Disaster Message Board,https://play.google.com/store/apps/details?id=jp.softbank.mb.dmb&feature=search_result,https://lh4.ggpht.com/aLaESH8lPBAa4IHrFpWFGXl7ZcYqEgYp2D9yZrbpfXvth207NihlVgsuDfnLAmcjQvU=w124,Android,https://play.google.com/store/apps/details?id=jp.softbank.mb.dmb&feature=search_result,,"https://lh6.ggpht.com/v0RnjDVUOYFB8hnrhT3MztweNSASUNrt28XMR5BcxVnHL516fHMsuY7WzbzC0tilqHw=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","""Disaster Message Board"" is an application to connect to Disaster Message Board Service and Disaster Voice Messaging Service provided by SoftBank Mobile Corporation.In case of a major disaster such as an earthquake with Seismic Intensity of 6 lower and above, Disaster Message Board : You can register, confirm, and delete your whereabouts and safety on SoftBank Disaster Message Board.You can also automatically send a notification message that you have registered a message on SoftBank Disaster Message Board to pre-registered e-mail addresses of families, friends, etc.",Relief,0.0,Chinese,,,NA,http://www.hippyapps.com/, ,help/419782531407079/,
Disaster Preparedness,https://play.google.com/store/apps/details?id=com.v1_4.preparefordisaster.com&feature=search_result,https://lh5.ggpht.com/BTg4cqqA9zeeQtzfqdZ4_n9-l5m1v7irwZLUhckyF7bFbAg6JQOxFLC_9j1tyES3Cp6P=w124,Android,https://play.google.com/store/apps/details?id=com.v1_4.preparefordisaster.com&feature=search_result,,"https://lh3.ggpht.com/uULWbobtdJHMUBnb-qnaZXsOeuO1KZWL8gtjpxDCRM6gokHu4mNxwax7E1MgYHvy3uo5=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","If you live in Central Arkansas, you know that natural disasters are a very real threat. It's important to have certain phone numbers handy in the event of a tornado, fire, water, or other damage. With this app you will learn which steps to take to prevent further damage, and you will have important phone numbers and information all at your fingertips.",Relief,0.0,English,,,,http://www.steamatichs.com/, ,SteamaticofHotSprings,
Disaster Preparedness News,https://play.google.com/store/apps/details?id=com.hippyapps.disasterpreparedness&feature=search_result,https://lh5.ggpht.com/l1xYK6Ls4oEPMdKjpKKPMUDeQdVc6t8SqHiT2CWl9x8P3DU7kQacujvB7WIsymAmuB4L=w124,Android,https://play.google.com/store/apps/details?id=com.hippyapps.disasterpreparedness&feature=search_result,,"https://lh4.ggpht.com/guDa31dAh8Z7_UbhwGZa9vCpozJtJh9tBDhjZfZqI-ORjai6E-TmXbX5Q2Ku3wiZWhc=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","This is a collection of regularly updated news articles about governmental, community, and individual preparedness and response to natural or man-made disasterss, both current and historial.",Relief,0.0,English,,,NA, , , ,
Disaster Readiness,https://play.google.com/store/apps/details?id=com.phoneflips.dr&feature=search_result,https://lh4.ggpht.com/3VfQTTZ2V5abY27QtadaRNikr8hQJgyWnnlTkmmKzSRKRHT9lAvL7eZAqdUtPBJL11Q=w124,Android,https://play.google.com/store/apps/details?id=com.phoneflips.dr&feature=search_result,,"https://lh6.ggpht.com/z0lXIiW5g8aInz5cLLK-5PnasyfoBspx9NuJbmtgLitIPebM_PFQZ_zCtGgvAgiZwg=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Topics cover everything you’d expect from a Disaster Readiness guide and includes sections on how to make your own Disaster Supplies Kit, how to re-charge your phone when there is no electricity, how to purify water and even where to get pills to protect yourself from nuclear radiation! With over 175,000 quick reference guides in print there's no doubt we've been delivering content that is relevant, summarized, and bang on to-the-point. Now this great content is available for your phone!",Relief,0.0,English,,Phoneflips,,http://www.phoneflips.com/2011/disaster-readiness-guide/, , ,phoneflips
Disaster Relief,https://play.google.com/store/apps/details?id=disasterAlert.PDC&feature=search_result,https://lh6.ggpht.com/e2ziwf6beTK-46ylGRuhpELjZD4p3h6G_G75sWSdur83vVAQR3UnG4vRLziZGLl3_kQ=w124,Android,https://play.google.com/store/apps/details?id=disasterAlert.PDC&feature=search_result,,"https://lh6.ggpht.com/XIz3zK5Zv9iItxVabZsU54Lg7aO1DUYGqxc1ZviGYQESIFAlhc9mOj_CNcpc0GFBew=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Disaster Alert (by PDC), Active Hazards on an interactive map and in a list as they are occurring around the globe.  Additional hazard information can be viewed and shared. The term ""Active Hazards"" refers to a collection of current and real-time incidents (compiled from authoritative sources) which have been designated ""potentially hazardous to people, property, or assets"" by the PDC DisasterAWARE™ application.",Relief,0.0,English,,,,http://www.pdc.org, ,disasteraware,disasteraware
